det_id,region,lon,lat,area_ha
162,Congo Basin,13.088896520329369,1.0794020888562383,10.171305482580237
163,Congo Basin,13.076689615513633,1.227442588393111,10.171359160072491
164,Congo Basin,13.071657907768003,1.2396595228209175,17.799798989915644
165,Congo Basin,12.991669395611835,1.3445814302596755,17.799794289548696
166,Congo Basin,12.985303514377001,1.3596729374940195,10.17133071965776
167,Congo Basin,12.981812953777593,1.3704525855185405,48.3139816353492
168,Congo Basin,12.978322337417527,1.3898559519626985,10.17136805613021
169,Congo Basin,12.97257144682823,1.3963237407774116,27.971188917420392
170,Congo Basin,12.943098132558024,1.3948864543741406,17.799857124023887
171,Congo Basin,12.984073228006825,1.3984796703823266,10.171331792091236
172,Congo Basin,12.943816993881686,1.4035101727937656,38.142477969627045
173,Congo Basin,12.951827919199328,1.4078220320035755,40.68549278351342
174,Congo Basin,12.99136560780208,1.414289820818291,10.171345973216194
175,Congo Basin,12.9791448676885,1.416445750423203,17.799839344578317
176,Congo Basin,12.944742643534946,1.427944041649364,17.79989520777456
177,Congo Basin,12.934678424230805,1.4336931872624445,17.799851790376263
178,Congo Basin,12.940429406690308,1.4380050464722656,17.79981911222728
179,Congo Basin,12.984384360397794,1.4430355488837074,30.51415378141033
180,Congo Basin,12.964255761012822,1.441598262480437,10.171390848452347
181,Congo Basin,12.960661368265532,1.4480660512951524,17.7998846581972
182,Congo Basin,12.968569032309603,1.450940624101697,38.14258626575522
183,Congo Basin,12.93909501178163,1.4509406241017,33.05688779467837
184,Congo Basin,12.941355017013578,1.4588456993196925,10.17139665022948
185,Congo Basin,12.939917248430419,1.4681880609409415,91.54221618744813
186,Congo Basin,12.926258446890408,1.466750774537675,17.799883103535795
187,Congo Basin,12.800549612954242,1.7189945383116705,10.171368612353737
188,Congo Basin,12.336766738850761,2.2004854834073315,10.171447648412913
189,Congo Basin,12.31898418583836,2.225637995464562,150.02923700172704
190,Congo Basin,12.269183882971905,5.356766424989626,10.172467183406159
191,Congo Basin,12.91229225739599,6.241416206202689,17.802504067221715
192,Congo Basin,12.921226895005542,6.252914497428854,109.17559774347977
193,Congo Basin,12.90323617831935,6.597144591012176,10.173052995028502
194,Congo Basin,12.95186266526417,6.603612379826887,17.619831141025703
195,Congo Basin,13.245619644455793,-2.615861253952537,10.171599744414063
196,Congo Basin,13.223263281493374,-1.4847168545785534,10.171363052426551
197,Congo Basin,13.131677713008065,-0.518860391580691,25.428180881893212
198,Congo Basin,13.120178870877577,-0.4944265227250985,10.171312800222271
199,Congo Basin,13.160424818334274,-0.4858028043054705,10.1713255474806
200,Congo Basin,13.153238042002723,-0.481490945095657,56.127974965829935
201,Congo Basin,13.146664963148087,-0.4656807946596815,25.428182976524603
202,Congo Basin,13.148102306936767,-0.4577757194416895,17.799747345403073
203,Congo Basin,13.12654215010659,-0.4520265738286085,50.85646406570727
204,Congo Basin,13.138759572310347,-0.452745217030244,61.02775910748246
205,Congo Basin,13.141634259887708,-0.4441214986106165,10.171302765830582
206,Congo Basin,13.145946291253747,-0.4398096394008125,10.171308512359355
207,Congo Basin,13.142038104668076,-0.251525120572359,68.65602841936057
208,Congo Basin,13.144912723381852,-0.2364336133380125,17.799726370116904
209,Congo Basin,13.128278835788727,-0.112108339455111,10.171256326883464
210,Congo Basin,13.134028027308652,-0.10923376664856349,10.171257288426181
211,Congo Basin,13.454827142845726,0.9054904340604906,10.171338609107542
212,Congo Basin,13.696324040281421,0.9169887252866655,10.171307011435024
213,Congo Basin,13.432546179094226,0.9205819412948371,17.799769846981327
214,Congo Basin,13.400309859604867,0.9399853077389875,10.171323849188845
215,Congo Basin,13.157898940205909,1.085151234469319,10.171286718320882
216,Congo Basin,13.147222310960615,1.0959308824938554,17.79983187016207
217,Congo Basin,13.154410120435742,1.0973681688971295,17.79982355157096
218,Congo Basin,13.223222343798678,1.2216934427800306,10.171299154465947
219,Congo Basin,13.205463040613392,1.2511578140470785,17.799865575744292
220,Congo Basin,13.217682999880203,1.2648120348781555,10.171299954676481
221,Congo Basin,13.204130858439026,1.2741543964994073,17.799854489365647
222,Congo Basin,13.223263281493374,1.489747356990001,58.67207958190626
223,Congo Basin,13.239797752270498,1.4868727841834635,17.799868432965958
224,Congo Basin,13.22480669691353,1.5048388642243506,68.46983047617353
225,Congo Basin,13.231382447620042,1.512743939442333,17.799947987038085
226,Congo Basin,13.232101349138528,1.5220863010635926,10.171356092007075
227,Congo Basin,13.194104960460102,1.532865949088122,17.799928431674616
228,Congo Basin,13.183321351545663,1.5393337379028451,25.428394269915522
229,Congo Basin,13.166891659810375,1.5529879587339108,48.31403254094559
230,Congo Basin,13.157650893056832,1.56233032035517,10.171412637595338
231,Congo Basin,13.188564399143697,1.5666421795649876,33.05703596305242
232,Congo Basin,13.172748186727159,1.5673608227666191,48.31409719851068
233,Congo Basin,13.181375211681623,1.5702353955731594,27.97127524272216
234,Congo Basin,13.140396843147904,1.576703184387878,10.171344597769048
235,Congo Basin,13.145481786157834,1.578859113992787,17.985611213110083
236,Congo Basin,13.153442450094644,1.581015043597696,10.171405312001696
237,Congo Basin,13.157755997028431,1.5824523300009585,10.171398454940173
238,Congo Basin,13.270378448337834,1.8627231786387282,25.428511888325076
239,Congo Basin,13.582436545790081,1.864160465042002,10.171396678324331
240,Congo Basin,13.294825396064518,1.864160465042002,10.171396678797832
241,Congo Basin,13.279112872299642,1.875658756268167,368.7139190522452
242,Congo Basin,13.454557075290815,1.879970615477981,10.171388655138163
243,Congo Basin,13.468937747667134,1.882845188284514,10.171372342833331
244,Congo Basin,13.269152412377068,1.8871570474943349,25.428572706864173
245,Congo Basin,13.404331812698231,1.887157047494338,10.171429084944235
246,Congo Basin,13.44830065672786,1.905123127535215,104.44713504607091
247,Congo Basin,13.425344835024369,1.9094349867450289,121.86739556794792
248,Congo Basin,13.414612711221213,1.9159027755597404,33.05715042681094
249,Congo Basin,13.66427040145812,4.510923376664858,17.60809685977539
250,Congo Basin,13.709287236258177,4.564821616787507,10.172117211032464
251,Congo Basin,13.63142632852177,4.564821616787507,10.172117211117254
252,Congo Basin,13.713159602336003,4.616563927305245,10.17213260419855
