rank,adm_id,shapeName,shapeType,country,shapeGroup,adm_area_km2,detections,mined_area_ha,median_patch_ha,largest_patch_ha,sites_hosted,detections_per_1000km2,pct_area_mined,region
495,62588387B82144239475407,Garr-Bain,ADM2,Liberia,LBR,396.5750876143993,3,53.40531083011147,17.801619882321862,25.431092627265766,3,7.564771700730181,0.13466632801210876,West Africa
496,63176286B23528212594514,Dekese,ADM2,DR Congo,COD,25648.53949133924,3,38.144648097507,10.17190877828762,17.800849159733723,3,0.11696572434516249,0.001487205464872077,Congo Basin
497,97208781B9258660541315,Karakoro,ADM3,Côte d'Ivoire,CIV,236.20164973744693,3,30.524585338714736,10.17615839371869,10.177318271892027,3,12.701012051925503,0.1292310420890148,West Africa
498,84187393B30931268807514,Kompa,ADM3,Benin,BEN,1466.4376346979736,3,33.441024333830846,10.181403951926749,20.353854390323242,2,2.045774009760652,0.022804259480641558,West Africa
499,97208781B43836402688143,Bobi-Diarabana,ADM3,Côte d'Ivoire,CIV,953.259194748861,3,68.08644981562092,17.807555592179117,43.239287610067,3,3.147097889562302,0.07142490750751007,West Africa
500,9386221B79807514363005,Ngaoundal,ADM3,Cameroon,CMR,3711.118721824475,3,137.15107191317406,17.802504067221715,109.17559774347977,3,0.8083815757112529,0.036956799874553005,Congo Basin
501,59680162B23155718085687,Mokwa,ADM2,Nigeria,NGA,3886.632555154993,3,30.524422262258906,10.17571645265062,10.175871383123429,3,0.771876414203597,0.007853693867142951,West Africa
502,59680162B70265669805684,Shiroro,ADM2,Nigeria,NGA,4639.19936856062,3,40.70819650404188,10.17897807917565,20.35413117506925,3,0.6466633058132171,0.00877483230833259,West Africa
503,59680162B39513276000218,Owerri North,ADM2,Nigeria,NGA,184.2856624877534,3,30.5219808891048,10.175199947293208,10.175436838380588,3,16.279074343069762,0.16562319866383052,West Africa
504,59680162B68325668602500,Okpe,ADM2,Nigeria,NGA,434.4529476584678,3,42.73779730304644,14.7652573477395,17.80041990268957,3,6.90523569046736,0.09837152108965201,West Africa
505,84187393B85554805616647,Oroukayo,ADM3,Benin,BEN,581.9164709598515,3,57.67067316168669,18.090435263590685,33.08918409352869,2,5.155379078807654,0.09910472729283788,West Africa
506,9386221B8023957088863,Bertoua II,ADM3,Cameroon,CMR,91.13499571300652,3,34.15538746169773,10.17213260419855,13.811137646466715,3,32.918199825754186,0.374777956530075,Congo Basin
507,73739313B97724990988037,Mamouroudou,ADM3,Guinea,GIN,1537.1293376916456,3,37.83040608593865,10.1751686976982,17.80321693671892,3,1.951690027922564,0.02461107543672918,West Africa
508,59680162B46313771844948,Toungo,ADM2,Nigeria,NGA,5646.497276034567,3,30.523940006286907,10.174614396871878,10.17487961572312,3,0.5313028331268134,0.0054058186011777054,West Africa
509,97208781B13213820773721,Tienkoikro,ADM3,Côte d'Ivoire,CIV,275.8150165940621,3,635.729157439327,175.36320722507125,419.62666331922793,3,10.87685520913942,2.3049113325652524,West Africa
510,97208781B46630915241510,Gbon,ADM3,Côte d'Ivoire,CIV,869.6021605049489,3,30.03244745571125,10.176696450760128,10.177894496200803,3,3.4498534344233924,0.03453584733307517,West Africa
511,97208781B57280370247049,Bilimono,ADM3,Côte d'Ivoire,CIV,3338.028340157579,3,30.52083270495536,10.174060419761956,10.175340793288738,3,0.8987341311363397,0.009143371354215212,West Africa
512,73739313B98030804287011,Binikala,ADM3,Guinea,GIN,801.3124746286607,3,241.22721461582205,10.177222120050326,220.8755922122079,3,3.7438578519450125,0.30104013384742334,West Africa
513,59680162B60875368726655,Sanga,ADM2,Nigeria,NGA,1820.5005518119096,3,34.131413695963566,10.175293174488056,13.781021809498402,3,1.6478984293710632,0.018748367673930785,West Africa
514,97208781B94169592532596,Okrouyo,ADM3,Côte d'Ivoire,CIV,938.4776289395877,3,66.12033422429255,10.173952644689386,45.77488379962889,3,3.196666502737827,0.07045488585487518,West Africa
515,52401652B79208883634836,Moboma,ADM3,Central African Republic,CAF,925.1106925263509,3,94.34197634686063,17.80062875394194,66.36947276712803,3,3.24285517855967,0.10197912218399031,Congo Basin
516,97208781B50700511028321,Issia,ADM3,Côte d'Ivoire,CIV,560.8459057914275,3,68.66808909704793,17.80400204857387,33.0611552433767,3,5.349062851348811,0.12243664148737646,West Africa
517,97208781B48788955670746,Kagbolodougou,ADM3,Côte d'Ivoire,CIV,111.66620020202662,3,15.057780896710952,4.868544558243965,10.179116797984323,1,26.8657838681033,0.13484636236809705,West Africa
518,52401652B809513116141,Yoro-Samba Bougoulou,ADM3,Central African Republic,CAF,2980.3601379503143,3,30.51711229982589,10.17235398133241,10.172434726632462,3,1.0065897613511878,0.010239404262336379,Congo Basin
519,52401652B80282695778598,Boganda,ADM3,Central African Republic,CAF,2753.2687852019453,3,20.376332652129136,10.172017425772747,10.172065717668042,2,1.0896139222309738,0.00740077858058983,Congo Basin
520,97208781B91375892980153,Kaouara,ADM3,Côte d'Ivoire,CIV,649.3265323490449,3,21.374189855042065,9.559235071173903,10.177958740378267,3,4.620171594016048,0.032917474937790445,West Africa
521,2480657B3117094904377,Ajumako-enyan-essiam,ADM2,Ghana,GHA,521.3826903225329,3,14.113369796905138,2.1284454779024675,10.172994762883038,1,5.753930952606363,0.027069118439997417,West Africa
522,63176286B83726148102259,Basoko,ADM2,DR Congo,COD,22655.748498700905,3,38.14256131181808,10.1713869828956,17.7997966548617,3,0.13241672417806113,0.0016835710068905997,Congo Basin
523,97208781B74973421178114,Bécouéfin,ADM3,Côte d'Ivoire,CIV,333.4615841285279,3,38.08308149532276,10.174835014064334,17.73393118263466,3,8.996538560326918,0.11420530372291458,West Africa
524,59680162B90439441381954,Kubau,ADM2,Nigeria,NGA,2363.123102363137,3,30.525256807126716,10.175542220435256,10.177177170231726,3,1.2695064412852561,0.012917336712844656,West Africa
525,97208781B32587209316404,Kimbirila-Nord,ADM3,Côte d'Ivoire,CIV,505.6350830058237,3,30.519614750563772,10.174124193870943,10.174825338485611,3,5.9331326105104285,0.060358973845595014,West Africa
526,2480657B52907018957478,Ketu North,ADM2,Ghana,GHA,423.48246120957936,3,107.18816647885048,48.324484984856404,58.16077699139317,2,7.084118646687743,0.2531112296190316,West Africa
527,56601680B30245465113687,Keran,ADM2,Togo,TGO,1700.3673281480592,3,30.521421061193394,10.173979318003328,10.17420744506229,3,1.7643246552304817,0.0179498985636448,West Africa
528,97208781B88736597708911,Tendéné-Bambarasso,ADM3,Côte d'Ivoire,CIV,1287.8292207516224,3,53.412934487027414,17.80112859038814,25.437739386301995,3,2.329501421197055,0.041475168932611856,West Africa
529,97208781B5332127061288,Yocoboué,ADM3,Côte d'Ivoire,CIV,384.9777058862264,3,30.101412914429297,10.17380863299701,10.174062841001078,3,7.792659040070749,0.07819001582217662,West Africa
530,59680162B89388744582495,Southern Ijaw,ADM2,Nigeria,NGA,2695.1569177576675,3,38.13861924656913,10.168687462172752,17.801302676001097,3,1.1131077304752843,0.014150797304336521,West Africa
531,59680162B11957186029310,Pankshin,ADM2,Nigeria,NGA,1364.3448068826533,3,30.530126018543132,10.176204250917568,10.17907535712272,3,2.19885763838146,0.022377133598874034,West Africa
532,59680162B87049040782715,Isiala-Ngwa North,ADM2,Nigeria,NGA,274.89447134530565,3,40.55282824013233,16.47484124008822,24.05770920538054,0,10.91327877682772,0.14752143992445865,West Africa
533,59680162B13157392837231,Karim Lamido,ADM2,Nigeria,NGA,6091.905321466758,3,30.52566152972672,10.176838043891065,10.178289733186197,3,0.49245676708542224,0.005010856196691021,West Africa
534,97208781B16408365293694,Hiré,ADM3,Côte d'Ivoire,CIV,433.21912618029427,3,45.69838940356719,10.172152233590284,25.357035095127696,3,6.924902015409818,0.10548562296058171,West Africa
535,73739313B57499007890340,Tinti Oulen,ADM3,Guinea,GIN,2138.7346008466443,3,27.192946409167476,10.170960605122815,10.176083040200256,3,1.402698585795738,0.01271450249058617,West Africa
536,59680162B44675208679717,Nasarawa Egon,ADM2,Nigeria,NGA,1193.0386423129332,3,38.0364057347293,10.175710008838273,17.687917502777662,3,2.514587452242056,0.03188195619631269,West Africa
537,97208781B71549231984623,Kotobi,ADM3,Côte d'Ivoire,CIV,236.0120214724788,3,221.39206950349939,58.50656051065457,132.3655836502558,3,12.711216917184991,0.938054206401159,West Africa
538,56601680B12598387573686,Bassar,ADM2,Togo,TGO,3269.024577393006,3,29.92770012742397,10.17482258257414,10.17751281737285,3,0.9177049388819375,0.009154932738771522,West Africa
539,84187393B29262589637543,Singr?,ADM3,Benin,BEN,271.7447525108429,3,40.698666067250485,10.17609567307279,20.349842506784288,3,11.039771595517,0.14976799254155448,West Africa
540,97208781B84299212231717,Sikolo,ADM3,Côte d'Ivoire,CIV,2231.0540587821683,3,30.52610603040062,10.176953157113443,10.177606346774386,3,1.3446558984938108,0.013682369510608559,West Africa
541,97208781B66139148706712,Ayaou-Sran,ADM3,Côte d'Ivoire,CIV,275.93847271156494,3,134.79223068680744,30.51955557872047,94.09754653676623,3,10.87198885505126,0.4884865432581562,West Africa
542,63176286B79209138861399,Rungu,ADM2,DR Congo,COD,9325.868059543121,3,61.029468721748515,17.800336564364407,25.428957753156492,3,0.32168587211890826,0.0065441059569031025,Congo Basin
543,22940354B39129548134605,Louetsi-Bibaka,ADM2,Gabon,GAB,3126.112767437662,3,71.20070167587993,25.42890041950894,35.600285692747384,3,0.9596582795248838,0.02277611429041315,Congo Basin
544,2480657B20562210440652,East Gonja Municipal,ADM2,Ghana,GHA,2254.4052967567395,2,20.344227226907673,10.172113613453837,10.173713800092111,2,0.8871519255553847,0.009024210179143715,West Africa
545,63176286B68044599971787,Poko,ADM2,DR Congo,COD,21921.87877437128,2,20.343463758738224,10.171731879369112,10.171815200916827,2,0.09123305628065906,0.000927998187022256,Congo Basin
546,2480657B15531990631346,Gomoa Central,ADM2,Ghana,GHA,121.53327551162825,2,27.989371779140615,13.994685889570308,17.815216688112653,2,16.456398394435116,0.2303021264037486,West Africa
547,2480657B13680530894334,Nkwanta South Municipal,ADM2,Ghana,GHA,2732.57899197182,2,20.35338304357779,10.176691521788895,10.177124279981662,2,0.7319093083405456,0.007448415252907604,West Africa
548,63176286B3160723083670,Kabare,ADM2,DR Congo,COD,2350.050044749096,2,10.535567412213775,5.267783706106887,10.171627863955877,2,0.8510457062260267,0.004483124704409692,Congo Basin
549,84187393B73765795797922,Copargo,ADM3,Benin,BEN,295.8234653496837,2,10.218075151684886,5.109037575842443,10.174113063471646,1,6.760788896972261,0.03454112451696966,West Africa
550,22940354B82512793469031,Ntem,ADM2,Gabon,GAB,2773.8711933939076,2,20.34290039442883,10.171450197214416,10.171484099038716,2,0.7210140127497936,0.007333758122178245,Congo Basin
551,73739313B44759029438194,Kankan Ctre,ADM3,Guinea,GIN,154.4902306028246,2,20.49375987559123,10.246879937795615,10.24912578395866,2,12.945802412204008,0.13265408301627932,West Africa
552,22940354B47016566751071,Lombo-Bouenguidi,ADM2,Gabon,GAB,2267.1699441317164,2,27.97128663978986,13.98564331989493,17.79992002435571,2,0.8821570721580655,0.012337534163325519,Congo Basin
553,22940354B13456808053161,Lolo-Bouenguidi,ADM2,Gabon,GAB,7935.649960379058,2,20.342757939029575,10.171378969514787,10.17141522683004,2,0.25202724540340826,0.002563464623640969,Congo Basin
554,73739313B54422906421351,Manfran,ADM3,Guinea,GIN,863.5872527082016,2,20.346773840109066,10.173386920054533,10.173613629585812,2,2.315921169202091,0.023560762130637958,West Africa
555,97208781B85455704698498,Tibéita,ADM3,Côte d'Ivoire,CIV,675.1823846667605,2,27.974927742649232,13.987463871324616,17.80210877324833,2,2.9621625880940443,0.04143314218195486,West Africa
556,73739313B57897565323629,Nzoo,ADM3,Guinea,GIN,534.488773660978,2,20.292415696603392,10.146207848301696,10.174013215700223,2,3.741893372803718,0.037966027906649186,West Africa
557,2480657B76140913943028,Sissala West,ADM2,Ghana,GHA,2050.2928197024635,2,20.291142244702023,10.145571122351011,10.176570152414277,2,0.975470420995884,0.009896704533963425,West Africa
558,2480657B27215926841583,Savelugu,ADM2,Ghana,GHA,1546.9067140442257,2,10.382540805059849,5.191270402529924,10.173058741027619,1,1.2929027858255326,0.006711807965404573,West Africa
559,97208781B93049708448352,Diamba,ADM3,Côte d'Ivoire,CIV,369.7311599857223,2,78.73022351410873,39.365111757054365,76.347064965767,1,5.409335799766601,0.21293910828924728,West Africa
560,2480657B63581433334614,Kpone Katamanso,ADM2,Ghana,GHA,239.92081031796243,2,48.317396752805294,24.158698376402647,38.14856662252421,2,8.336083882633767,0.20138893616094064,West Africa
561,63176286B88012685356826,Kasongo,ADM2,DR Congo,COD,16544.04604800886,2,35.60172479099879,17.800862395499394,25.429660013808235,2,0.12088941206983088,0.0021519357893278832,Congo Basin
562,63176286B86170870415972,Oïcha,ADM2,DR Congo,COD,7353.471458818845,2,35.59958171243714,17.79979085621857,25.428294907438918,2,0.2719803852099605,0.004841193973731061,Congo Basin
563,84187393B70856760202832,Kokohou?,ADM3,Benin,BEN,19.298378187868526,2,20.3054519106586,10.1527259553293,10.17373945347418,2,103.63565168689944,1.0521843707790506,West Africa
564,97208781B87226277819358,Tapéguia,ADM3,Côte d'Ivoire,CIV,353.1743612834681,2,127.34865335677755,63.67432667838877,101.91516279256338,2,5.662925226881748,0.3605829508517573,West Africa
565,63176286B5322857834849,Ngandajika,ADM2,DR Congo,COD,5660.1627686696065,2,20.34630093002883,10.173150465014414,10.173237468954804,2,0.3533467290146658,0.00359464944058687,Congo Basin
566,63176286B53815785774290,Idiofa,ADM2,DR Congo,COD,19128.41349807805,2,20.344449259521987,10.172224629760994,10.172374670939824,2,0.10455650178207158,0.001063572222629238,Congo Basin
567,2480657B49181902253284,Effia Kwesimintsim Municipal,ADM2,Ghana,GHA,104.92135084969549,2,9.763973612242957,4.881986806121478,9.216973389675008,1,19.061897162047494,0.09305993044476034,West Africa
568,2480657B24752518727633,Nanumba South,ADM2,Ghana,GHA,1789.497955816782,2,12.860369934512622,6.430184967256311,10.170529791985608,1,1.1176318997733297,0.007186579840848576,West Africa
569,97208781B20053123627263,Kokoumbo,ADM3,Côte d'Ivoire,CIV,447.4643478200195,2,78.68722799106618,39.34361399553309,68.51498300039563,2,4.4696298369774174,0.175851391008957,West Africa
570,97208781B17247623090176,Gogo,ADM3,Côte d'Ivoire,CIV,687.2661276124841,2,20.353814540717437,10.176907270358718,10.179831241710389,2,2.9100808546288532,0.02961562300680409,West Africa
571,63176286B77262619841164,Kasenga,ADM2,DR Congo,COD,23882.625127430067,2,20.351314883353552,10.175657441676776,10.175661541306463,2,0.08374288795007409,0.0008521389409566759,Congo Basin
572,73739313B66618100257356,Yombiro,ADM3,Guinea,GIN,370.53916510655995,2,20.348849363861007,10.174424681930503,10.176968217771044,2,5.397540093838227,0.054916865152457146,West Africa
573,63176286B71176382547280,Gungu,ADM2,DR Congo,COD,14803.444138838826,2,20.34518969216167,10.172594846080836,10.172595704254787,2,0.13510369487278512,0.0013743551501493717,Congo Basin
574,97208781B87716043914490,Bin-Houyé,ADM3,Côte d'Ivoire,CIV,214.43069051202846,2,16.662764249286354,8.331382124643177,10.169231014448142,1,9.327023082490191,0.07770699338559309,West Africa
575,63176286B93910554563220,Kisangani,ADM2,DR Congo,COD,2193.7529244425223,2,30.513892588396082,15.256946294198041,20.342582116275345,2,0.9116796963396601,0.013909448164564972,Congo Basin
576,63176286B48907865482387,Kalehe,ADM2,DR Congo,COD,4632.178076995787,2,27.971579177180903,13.985789588590452,17.800125346720993,2,0.4317623301082384,0.006038537101173355,Congo Basin
577,2480657B39319620746428,Ga North Municipal,ADM2,Ghana,GHA,124.78645079523304,2,20.348179545835187,10.174089772917593,10.174127149957028,2,16.02738107586599,0.1630640138906211,West Africa
578,2480657B38880944597072,Nkoranza South,ADM2,Ghana,GHA,923.0046915104164,2,35.565230513496275,17.782615256748137,17.783298637002098,2,2.1668362234726835,0.03853201488639987,West Africa
579,2480657B36678414015123,Central Tongu,ADM2,Ghana,GHA,681.8968293159862,2,20.3469253157658,10.1734626578829,10.174876010084212,2,2.932995013345654,0.029838715244028768,West Africa
580,63176286B42701779698156,Uvira,ADM2,DR Congo,COD,3532.006511066253,2,24.61010570187683,12.305052850938415,17.80059304778994,2,0.5662503717741545,0.006967740751544496,Congo Basin
581,97208781B15527909642797,Songon,ADM3,Côte d'Ivoire,CIV,608.248545405629,2,20.349068606935994,10.174534303467997,10.176214136493677,2,3.2881295238712642,0.033455186634874075,West Africa
582,73739313B19386409851735,Madina Oula,ADM3,Guinea,GIN,1351.9818255729836,2,27.807443670812134,13.903721835406067,17.63049231554532,1,1.4793098266334903,0.02056791233789482,West Africa
583,2480657B66784074859314,Mampong Municipal,ADM2,Ghana,GHA,670.5306912035983,2,33.129999121317965,16.564999560658983,17.823144560546602,2,2.982712090941002,0.04940862447600994,West Africa
584,73739313B19411633263542,Womey,ADM3,Guinea,GIN,490.6083722303412,2,50.867546395040094,25.433773197520047,40.69719044129311,2,4.076571280077947,0.10368258936102649,West Africa
585,2480657B35012095074914,North Tongu,ADM2,Ghana,GHA,1131.6562322024545,2,30.522698209281863,15.261349104640932,20.346689808372712,2,1.7673211555664352,0.026971705135116795,West Africa
586,9386221B14880096394558,Yokadouma,ADM3,Cameroon,CMR,12847.780550845588,2,20.343442472126146,10.171721236063073,10.17174047960877,2,0.1556689104460434,0.0015834207621788206,Congo Basin
587,63176286B36790783393673,Namoya,ADM2,DR Congo,COD,15.221230270656813,2,20.34399474116993,10.171997370584965,10.172020664210093,2,131.39542365741357,1.3365539039501086,Congo Basin
588,97208781B87038499547210,Nafoun,ADM3,Côte d'Ivoire,CIV,364.03759813859136,2,119.59623904300774,59.79811952150387,109.41971029670313,2,5.493938016914911,0.3285271621792118,West Africa
589,97208781B1399761331342,Gouiné,ADM3,Côte d'Ivoire,CIV,1372.0324588228195,2,20.350795332545793,10.175397666272897,10.17763621233012,2,1.4576914614075283,0.01483259029455209,West Africa
590,97208781B20708403365114,Aboisso,ADM3,Côte d'Ivoire,CIV,646.888140380638,2,43.18156263826545,21.590781319132724,33.013708827119295,2,3.0917246354573327,0.06675275050313462,West Africa
591,97208781B11986933289454,Guintéguéla,ADM3,Côte d'Ivoire,CIV,1460.2207119963412,2,40.69589711477224,20.34794855738612,30.52228503407615,2,1.3696559592458453,0.027869689000051805,West Africa
592,2480657B45105521184723,Afadzato South,ADM2,Ghana,GHA,552.9794807860211,2,27.984928298167898,13.992464149083949,17.807766858078157,2,3.616770729281206,0.05060753476492348,West Africa
593,56601680B4810153335262,Tone,ADM2,Togo,TGO,1235.8311217988742,2,35.609253980759235,17.804626990379617,25.434280618124372,2,1.6183440963105078,0.028814012976891575,West Africa
594,84187393B61654479773196,S?,ADM3,Benin,BEN,81.93303053679504,2,91.61856139383991,45.809280696919956,73.78867132536702,2,24.41017971502746,1.1182127744279546,West Africa
595,97208781B40820422658221,Guiglo,ADM3,Côte d'Ivoire,CIV,1928.3177606869024,2,20.34640362282918,10.17320181141459,10.174848731170455,2,1.0371734580132494,0.010551374901811522,West Africa
596,52401652B71932547914894,Bawi Tedoa,ADM3,Central African Republic,CAF,2344.0865390075883,2,20.344910297954335,10.172455148977168,10.172460268104745,2,0.8532108208115629,0.008679248807327618,Congo Basin
597,97208781B55985343841314,Débété,ADM3,Côte d'Ivoire,CIV,323.3581518623813,2,35.6159466136924,17.8079733068462,25.437733522981556,2,6.185092252912135,0.11014395774024051,West Africa
598,59680162B4050907661224,Wasagu-Danko,ADM2,Nigeria,NGA,4017.2533927667896,2,8.635569671665458,4.317784835832729,6.269614452230962,1,0.49785258843792934,0.002149620356837364,West Africa
599,52401652B58466354713012,Bede,ADM3,Central African Republic,CAF,3570.2820500878975,2,38.14953003370734,19.07476501685367,20.346381951219506,2,0.5601798322770498,0.010685298667865226,Congo Basin
600,52401652B57251917651910,Ouakanga,ADM3,Central African Republic,CAF,2326.641685577081,2,27.97320852720419,13.986604263602095,17.801111782342,2,0.8596080833581113,0.012022998083723386,Congo Basin
601,9386221B51081556140896,Bertoua I,ADM3,Cameroon,CMR,167.5709669316256,2,13.969076424425708,6.984538212212854,10.172117211117254,1,11.935241746358514,0.08336215204943911,Congo Basin
602,59680162B45442733436767,Aleiro,ADM2,Nigeria,NGA,268.6655621307981,2,14.254086565316474,7.127043282658237,10.174667488737722,1,7.444199338902665,0.053055130893095125,West Africa
603,59680162B45761990386675,Mashegu,ADM2,Nigeria,NGA,8727.268105660962,2,20.35455494210249,10.177277471051244,10.177894333190391,2,0.22916678802415794,0.0023322939888714383,West Africa
604,84187393B2276030726030,Kpankou,ADM3,Benin,BEN,313.0780684942549,2,20.34384733579748,10.17192366789874,10.17327670853494,2,6.388183016520369,0.0649801100206123,West Africa
605,97208781B72338404024633,Yorodougou,ADM3,Côte d'Ivoire,CIV,530.3183225382327,2,20.353111202364794,10.176555601182397,10.176606874507549,2,3.7713198186845833,0.03837904582468478,West Africa
606,97208781B52376651385402,Sinématiali,ADM3,Côte d'Ivoire,CIV,301.37348850464383,2,25.696581662794145,12.848290831397073,15.52109431634252,2,6.63628380161642,0.08526490432285715,West Africa
607,52401652B50155572760878,Haute-Batouri,ADM3,Central African Republic,CAF,2289.3878967336373,2,27.97329857144435,13.986649285722175,17.801201281755848,2,0.8735959523737682,0.012218680203278348,Congo Basin
608,59680162B51712615582520,Ijero,ADM2,Nigeria,NGA,361.8449455378177,2,20.35358401410354,10.17679200705177,10.177799062795424,2,5.527229341361555,0.0562494633823103,West Africa
609,52401652B49227657461354,Damara,ADM3,Central African Republic,CAF,6879.4919238340435,2,50.8613814893681,25.43069074468405,33.05978414681541,2,0.2907191435272985,0.007393188632602143,Congo Basin
610,59680162B54356159238049,Orumba North,ADM2,Nigeria,NGA,320.5328018198268,2,20.342648714658903,10.171324357329452,10.17133757823637,2,6.239611012180309,0.06346510746845066,West Africa
611,52401652B48667488935339,Carnot,ADM3,Central African Republic,CAF,3706.7028270418464,2,27.973622779720728,13.986811389860364,17.801415696361556,2,0.5395630816177704,0.007546767055519588,Congo Basin
612,59680162B58427071840888,Uvwie,ADM2,Nigeria,NGA,83.34452192832731,2,20.83774384450161,10.418871922250805,17.80370849673017,1,23.996778117221833,0.25001935775000506,West Africa
613,59680162B62313947241233,Wushishi,ADM2,Nigeria,NGA,1824.5809370223162,2,27.899783897711124,13.949891948855562,17.721621119595245,2,1.0961421110010963,0.015291064009055732,West Africa
614,59680162B63511927639310,Kudan,ADM2,Nigeria,NGA,345.4125405925212,2,13.48544541334666,6.74272270667333,7.9190935365062165,2,5.7901777294165315,0.039041562851811075,West Africa
615,59680162B64690225464412,Kaura Namoda,ADM2,Nigeria,NGA,911.6981832078287,2,20.35113373296346,10.17556686648173,10.180780841391625,2,2.1937084408383476,0.022322226925315988,West Africa
616,52401652B36761045215833,Mbres,ADM3,Central African Republic,CAF,3490.441418214473,2,73.47560220366921,36.737801101834606,63.302506206374346,2,0.5729934298748653,0.021050518659400816,Congo Basin
617,59680162B67809263123643,Ewekoro,ADM2,Nigeria,NGA,626.8523014232668,2,27.414298628267325,13.707149314133662,17.846237560692643,2,3.1905442405794866,0.043733266298972215,West Africa
618,97208781B72948044564142,Saïoua,ADM3,Côte d'Ivoire,CIV,837.1621974456122,2,20.340506686168148,10.170253343084074,10.17055062433512,2,2.3890233052836023,0.02429697225726632,West Africa
619,63176286B19501088760626,Ilebo,ADM2,DR Congo,COD,16099.10146351009,2,2.9843025255584106,1.4921512627792053,2.9338390564146657,0,0.12423053575587192,0.0001853707508038615,Congo Basin
620,59680162B7149387462115,Sabon Gari,ADM2,Nigeria,NGA,191.00703271820595,2,6.869587105125218,3.434793552562609,4.609156496866377,0,10.470818647555319,0.035965100380675345,West Africa
621,97208781B57260927219017,Akpassanou,ADM3,Côte d'Ivoire,CIV,303.86138329255215,2,20.349020392256698,10.174510196128349,10.178130713755973,2,6.581948579080997,0.0669681029282521,West Africa
622,59680162B33788323646847,Umuahia South,ADM2,Nigeria,NGA,141.57362512979822,2,9.714731554572507,4.857365777286254,6.595012479746956,1,14.126925111696124,0.06861964257583855,West Africa
623,59680162B33139344805421,Badagry,ADM2,Nigeria,NGA,438.96350837090773,2,20.345288949526868,10.172644474763434,10.174540749009394,2,4.5561873865607865,0.04634847444388444,West Africa
624,97208781B63887713977042,Soubre,ADM3,Côte d'Ivoire,CIV,615.3413083828016,2,4.18892679039782,2.09446339519891,3.163411277549701,0,3.2502287312000306,0.006807485103522261,West Africa
625,56601680B4042875560778,Kloto,ADM2,Togo,TGO,554.0528006481179,2,53.40260347607365,26.701301738036825,43.231450492331454,2,3.6097642637316283,0.09638540480908055,West Africa
626,56601680B89390870579143,Doufelgou,ADM2,Togo,TGO,1322.0501577153914,2,27.977704720981617,13.988852360490808,17.804813679699777,2,1.5128019071955336,0.021162362530427237,West Africa
627,56601680B24632394959352,Sotouboua,ADM2,Togo,TGO,3184.737643874019,2,10.771414267771428,5.385707133885714,10.172442568810352,1,0.6279952145656603,0.0033821983071323667,West Africa
628,56601680B17683608517106,Oti,ADM2,Togo,TGO,4417.073302272295,2,13.018419352922006,6.509209676461003,9.975449077663564,1,0.45278850114874275,0.00294729529306767,West Africa
629,97208781B69071023984953,Kolia,ADM3,Côte d'Ivoire,CIV,1114.1176847513634,2,16.953545411145498,8.476772705572749,10.177166128984167,1,1.7951424947054295,0.01521701490173276,West Africa
630,59680162B1470225488806,Fune,ADM2,Nigeria,NGA,5632.759108787652,2,20.353139236963166,10.176569618481583,10.1780663581591,2,0.3550657788435876,0.0036133516175421545,West Africa
631,59680162B15165581574851,Toro,ADM2,Nigeria,NGA,6704.90619538393,2,20.354299314394964,10.177149657197482,10.17806419501059,2,0.2982890351809729,0.0030357321521378056,West Africa
632,56601680B12249670822801,Dankpen,ADM2,Togo,TGO,2653.6580053755183,2,20.348821297806587,10.174410648903294,10.174976702180333,2,0.7536766214593581,0.00766821544320555,West Africa
633,52401652B99363571212605,Yobe-Sangha,ADM3,Central African Republic,CAF,3995.76990866721,2,20.343361701593793,10.171680850796896,10.17171304442008,2,0.5005293211858389,0.005091224511568367,Congo Basin
634,97208781B70701813262699,Bingerville,ADM3,Côte d'Ivoire,CIV,304.9914392223499,2,20.345807833995096,10.172903916997548,10.17334449446868,2,6.557561107614981,0.06670943907760722,West Africa
635,84187393B46090983216631,S?m?r? II,ADM3,Benin,BEN,156.0185873221644,2,20.34504578396919,10.172522891984595,10.174330482813897,2,12.818985444793059,0.1304014228891747,West Africa
636,97208781B71195816645295,Toulepleu,ADM3,Côte d'Ivoire,CIV,109.24428658440246,2,66.2417799088939,33.12088995444695,48.44102917712437,2,18.307593582523825,0.6063637923775109,West Africa
637,84187393B30425615942647,Karimama,ADM3,Benin,BEN,2633.5160403771324,2,12.85980082395307,6.429900411976535,7.273657790983737,2,0.7594409790318157,0.004883129863948534,West Africa
638,52401652B966947158618,Goudrot,ADM3,Central African Republic,CAF,1327.5806352513741,2,78.83919244426795,39.419596222133976,61.036816105578616,2,1.5064998290076028,0.059385614968193584,Congo Basin
639,84187393B43076067101903,Gouand?,ADM3,Benin,BEN,420.94864974388446,2,20.357387697632632,10.178693848816316,10.179900735324397,2,4.75117333483989,0.048360738797994886,West Africa
640,52401652B881063029833,Ippy,ADM3,Central African Republic,CAF,557.1695803492029,2,10.326828772988017,5.163414386494009,10.172909602574174,1,3.5895714169221358,0.01853444469548344,Congo Basin
641,59680162B27814311157346,Ife North,ADM2,Nigeria,NGA,433.34250061097015,2,10.36858310921986,5.18429155460993,10.171748002507515,1,4.6152869778066945,0.023926993301144433,West Africa
642,59680162B28016750993437,Rabah,ADM2,Nigeria,NGA,2129.8416455754978,2,20.36423263707932,10.18211631853966,10.182227688794308,2,0.9390369486645973,0.009561383438709483,West Africa
